,Process_ID,Process_Name,Department,Task_Name,Duration_Hours,Cost_USD,Responsible,Status,Start_Date,End_Date,Error_Rate
4628,483,Customer Onboarding,Marketing,Market Research,20,240,Alex Doe,In Progress,2023-02-08,,4.266984354982101
4629,735,Invoice Processing,Finance,Approve Invoice,17,1156,Alex Doe,Completed,2023-09-21,2023-09-21 17:00:00,2.775858938753621
4630,857,Employee Recruitment,Finance,Testing,4,144,Alex Black,Completed,2023-10-11,2023-10-11 04:00:00,9.256958558118482
4631,360,Customer Onboarding,IT,Verify Invoice,8,616,Jane White,In Progress,2023-10-14,,2.625627173242926
4632,84,Customer Onboarding,Sales,Screen Candidates,20,1460,Jane Brown,Completed,2023-03-06,2023-03-06 20:00:00,3.739185846153527
4633,385,Product Launch,Finance,Initial Contact,8,328,Alex White,Pending,2023-02-24,,0.3836005851271706
4634,54,Product Launch,Finance,Requirements Gathering,9,630,Jane Green,Completed,2023-07-11,2023-07-11 09:00:00,3.84704285254883
4635,805,Customer Onboarding,HR,Market Research,15,1440,Bob White,Completed,2023-01-31,2023-01-31 15:00:00,1.082133830110774
4636,149,Employee Recruitment,Marketing,Job Posting,8,744,Bob White,In Progress,2023-01-15,,0.6680511984705872
4637,716,Customer Onboarding,HR,Launch Campaign,3,171,Jane White,Completed,2023-02-01,2023-02-01 03:00:00,1.5668395459126672
4638,795,Invoice Processing,HR,Receive Invoice,11,990,Jane Black,In Progress,2023-05-22,,0.7090947667962566
4639,513,Invoice Processing,Marketing,Review Documents,15,1455,Bob Doe,Pending,2023-05-21,,5.295895333246746
4640,235,Product Launch,Finance,Product Design,17,289,Charlie White,Completed,2023-08-06,2023-08-06 17:00:00,3.905604427912226
4641,14,Software Development,Finance,Product Design,17,1292,Alice Black,Pending,2023-09-29,,9.135587130742364
4642,98,Product Launch,HR,Testing,15,345,Jane Smith,In Progress,2023-09-04,,0.5087869779834697
4643,388,Product Launch,Finance,Job Posting,17,1003,Jane Green,Completed,2023-10-03,2023-10-03 17:00:00,4.672827455291283
4644,579,Employee Recruitment,HR,Coding,18,918,Alice Green,In Progress,2023-05-18,,2.328582533969379
4645,706,Invoice Processing,IT,Screen Candidates,18,1314,Alex Black,Pending,2023-05-09,,6.371078036908434
4646,812,Employee Recruitment,Finance,Product Design,5,230,Jane Black,Completed,2023-04-16,2023-04-16 05:00:00,0.1732729629389751
4647,5,Employee Recruitment,Sales,Coding,4,176,Bob Brown,Completed,2023-03-02,2023-03-02 04:00:00,2.791003854843757
4648,202,Product Launch,Finance,Approve Invoice,3,111,John Green,In Progress,2023-06-08,,3.286295671716944
4649,950,Product Launch,Marketing,Review Documents,13,663,Jane Green,In Progress,2023-08-15,,1.7007120675397114
4650,318,Customer Onboarding,Marketing,Job Posting,18,1134,Charlie White,Pending,2023-07-20,,6.700249361475816
4651,80,Product Launch,Finance,Review Documents,10,260,John Green,In Progress,2023-04-28,,8.176872361162038
4652,939,Invoice Processing,Sales,Testing,6,108,Alex Smith,In Progress,2023-11-25,,4.919094649012871
4653,254,Invoice Processing,Marketing,Conduct Interviews,2,90,Alice Black,Pending,2023-01-14,,3.358381530690794
4654,436,Product Launch,Sales,Launch Campaign,7,553,Alex Smith,Completed,2023-03-17,2023-03-17 07:00:00,9.67294120318904
4655,187,Invoice Processing,Marketing,Screen Candidates,13,1066,Bob Green,Pending,2023-11-21,,5.125313324985531
4656,342,Invoice Processing,Sales,Conduct Interviews,9,90,Bob Green,In Progress,2023-11-11,,4.759216581438376
4657,954,Software Development,Sales,Testing,16,256,Alice Smith,Pending,2023-08-27,,6.024403299787053
4658,545,Software Development,Sales,Initial Contact,7,483,John Smith,Completed,2023-07-25,2023-07-25 07:00:00,3.209101868978067
4659,867,Product Launch,HR,Testing,12,1140,Jane Green,Pending,2023-04-06,,5.720324386443961
4660,103,Customer Onboarding,Sales,Product Design,20,1260,Alice White,Completed,2023-06-30,2023-06-30 20:00:00,8.773741165821868
4661,926,Employee Recruitment,HR,Job Posting,3,213,John Smith,In Progress,2023-08-16,,0.8161086051162803
4662,582,Product Launch,Finance,Approve Invoice,8,776,Bob Brown,Completed,2023-08-02,2023-08-02 08:00:00,5.604439076191571
4663,237,Invoice Processing,Marketing,Collect Documents,8,80,John Smith,Completed,2023-03-09,2023-03-09 08:00:00,9.26655362140351
4664,976,Invoice Processing,HR,Review Documents,9,297,John Green,Completed,2023-10-27,2023-10-27 09:00:00,9.972604277931524
4665,333,Software Development,IT,Collect Documents,14,952,Bob White,Pending,2023-09-04,,8.73283404666324
4666,817,Software Development,IT,Approve Invoice,10,530,Jane Doe,In Progress,2023-06-21,,4.962268338930419
4667,208,Software Development,HR,Launch Campaign,6,432,Bob White,In Progress,2023-05-18,,6.117267821185872
4668,710,Product Launch,Marketing,Conduct Interviews,1,11,John Brown,In Progress,2023-08-09,,5.714093486610434
4669,785,Software Development,Marketing,Review Documents,11,693,Charlie White,Pending,2023-03-28,,6.154641067131507
4670,183,Product Launch,Sales,Requirements Gathering,20,1200,Charlie Black,Completed,2023-10-21,2023-10-21 20:00:00,0.5262877211143457
4671,16,Product Launch,Finance,Collect Documents,5,420,John White,In Progress,2023-12-05,,9.61194993137302
4672,209,Software Development,HR,Verify Invoice,8,280,Charlie Green,In Progress,2023-10-18,,2.419101859443608
4673,331,Employee Recruitment,Marketing,Approve Invoice,17,578,Charlie White,In Progress,2023-05-12,,9.194122418531691
4674,917,Software Development,Marketing,Launch Campaign,14,266,John Doe,In Progress,2023-10-25,,9.70363170797616
4675,384,Invoice Processing,Finance,Collect Documents,19,1672,Charlie Green,Pending,2023-04-09,,6.631426079764142
4676,600,Product Launch,IT,Testing,4,212,Jane Doe,In Progress,2023-11-23,,5.7142126185994
4677,501,Customer Onboarding,Finance,Conduct Interviews,7,371,John Doe,In Progress,2023-05-29,,5.84444508829522
4678,94,Employee Recruitment,IT,Requirements Gathering,13,546,Bob Black,In Progress,2023-07-11,,5.9376385815869615
4679,357,Customer Onboarding,Finance,Review Documents,16,640,John White,In Progress,2023-05-19,,6.733337961665519
4680,242,Product Launch,HR,Receive Invoice,19,1653,Jane Doe,In Progress,2023-05-30,,7.787464456205053
4681,663,Customer Onboarding,Sales,Coding,17,1224,Charlie Smith,Pending,2023-10-05,,2.38179859658358
4682,896,Software Development,Finance,Launch Campaign,15,1425,John Green,In Progress,2023-06-02,,2.951772444043975
4683,686,Invoice Processing,Finance,Testing,8,144,John Green,Completed,2023-04-26,2023-04-26 08:00:00,0.7659280932207246
4684,702,Employee Recruitment,HR,Approve Invoice,1,45,Jane Black,Pending,2023-11-21,,8.26099242266848
4685,608,Customer Onboarding,IT,Coding,7,420,Bob White,In Progress,2023-10-10,,9.11099137750566
4686,912,Product Launch,HR,Job Posting,19,627,Charlie Black,Pending,2023-11-12,,4.331538341911166
4687,309,Invoice Processing,HR,Approve Invoice,18,1404,Alice White,Pending,2023-04-01,,3.1068445750635454
4688,805,Product Launch,Sales,Requirements Gathering,13,572,Bob Brown,Completed,2023-12-14,2023-12-14 13:00:00,4.287133323663638
4689,691,Employee Recruitment,Marketing,Approve Invoice,4,200,John Black,Completed,2023-10-30,2023-10-30 04:00:00,5.702934009936055
4690,499,Invoice Processing,Sales,Product Design,11,737,Jane Brown,In Progress,2023-08-24,,5.291219921498412
4691,81,Employee Recruitment,Finance,Receive Invoice,14,714,Charlie Doe,Completed,2023-01-10,2023-01-10 14:00:00,1.4455247630755308
4692,894,Software Development,Finance,Initial Contact,4,64,Bob White,In Progress,2023-04-25,,1.2028859818843185
4693,124,Invoice Processing,Marketing,Conduct Interviews,3,282,Jane White,In Progress,2023-03-09,,6.757312264677164
4694,569,Invoice Processing,Sales,Initial Contact,15,1440,Charlie White,In Progress,2023-11-30,,8.460817709965768
4695,743,Invoice Processing,IT,Coding,3,255,Bob Doe,Pending,2023-06-27,,4.030092423809561
4696,341,Software Development,Sales,Verify Invoice,4,176,John Smith,Completed,2023-02-24,2023-02-24 04:00:00,8.690656038732778
4697,326,Customer Onboarding,Finance,Screen Candidates,8,536,Bob Black,Completed,2023-03-19,2023-03-19 08:00:00,4.4094363826868666
4698,769,Customer Onboarding,HR,Market Research,15,960,Jane Doe,Completed,2023-06-16,2023-06-16 15:00:00,7.294167683170874
4699,392,Customer Onboarding,IT,Testing,13,910,Jane Doe,Completed,2023-08-22,2023-08-22 13:00:00,8.454065088360382
4700,665,Employee Recruitment,HR,Market Research,13,715,Charlie White,In Progress,2023-10-12,,0.2495304988070623
4701,277,Invoice Processing,Finance,Conduct Interviews,6,288,Jane Black,Pending,2023-10-16,,9.858987212591682
4702,971,Employee Recruitment,IT,Job Posting,15,825,Jane White,Completed,2023-07-18,2023-07-18 15:00:00,8.25211918401974
4703,992,Employee Recruitment,Sales,Receive Invoice,11,176,Charlie White,Completed,2023-03-17,2023-03-17 11:00:00,4.5013413515052925
4704,362,Product Launch,Sales,Collect Documents,13,702,Charlie Black,Pending,2023-09-01,,1.9073196600558928
4705,59,Software Development,Finance,Product Design,17,391,Jane Brown,Pending,2023-05-02,,5.793634260366927
4706,459,Invoice Processing,Sales,Initial Contact,12,744,Charlie Green,Completed,2023-08-17,2023-08-17 12:00:00,4.343889398984676
4707,991,Customer Onboarding,IT,Requirements Gathering,4,348,John Doe,Pending,2023-01-24,,0.0343147496829843
4708,552,Employee Recruitment,HR,Receive Invoice,7,133,Jane Brown,Pending,2023-08-25,,1.157216484103578
4709,82,Invoice Processing,Finance,Product Design,6,150,Bob Doe,Completed,2023-04-06,2023-04-06 06:00:00,0.328905543020761
4710,348,Customer Onboarding,Marketing,Coding,3,255,Charlie Brown,Pending,2023-12-12,,7.551643354595754
4711,890,Employee Recruitment,Sales,Conduct Interviews,18,792,Bob Black,In Progress,2023-01-30,,9.25804941802944
4712,366,Software Development,Marketing,Requirements Gathering,3,264,Bob Green,Completed,2023-11-20,2023-11-20 03:00:00,5.243350686089703
4713,879,Product Launch,Finance,Approve Invoice,4,204,Bob Black,Pending,2023-11-12,,4.494897945623669
4714,176,Employee Recruitment,Finance,Market Research,3,243,Jane Brown,Pending,2023-07-14,,0.1211682886625598
4715,665,Product Launch,HR,Conduct Interviews,6,264,Jane Doe,In Progress,2023-04-13,,4.810148462879575
4716,809,Employee Recruitment,Finance,Coding,16,1184,Jane Black,In Progress,2023-07-16,,4.551912537707356
4717,451,Customer Onboarding,IT,Requirements Gathering,3,267,John Black,Completed,2023-09-05,2023-09-05 03:00:00,5.595570292709461
4718,253,Product Launch,Finance,Testing,14,238,Alex White,Completed,2023-07-20,2023-07-20 14:00:00,7.238535537127758
4719,62,Employee Recruitment,Finance,Market Research,15,795,Alice Black,Completed,2023-12-24,2023-12-24 15:00:00,8.840768542726194
4720,280,Customer Onboarding,Finance,Review Documents,15,1185,Jane White,Completed,2023-05-27,2023-05-27 15:00:00,7.085579441446416
4721,519,Product Launch,IT,Conduct Interviews,16,1328,John Black,Pending,2023-08-25,,9.696308691113336
4722,551,Invoice Processing,Marketing,Screen Candidates,7,140,Alice Green,Pending,2023-03-13,,4.987208166082212
4723,959,Customer Onboarding,Marketing,Job Posting,9,513,Charlie White,Completed,2023-06-17,2023-06-17 09:00:00,2.905880553445249
4724,603,Software Development,Finance,Market Research,6,246,Alex Green,Pending,2023-07-06,,3.302042503087116
4725,397,Invoice Processing,Marketing,Requirements Gathering,18,1674,Alex Black,In Progress,2023-09-22,,0.3168205433498805
4726,656,Software Development,IT,Coding,2,136,Jane Smith,Completed,2023-06-29,2023-06-29 02:00:00,0.3977562771633913
4727,747,Employee Recruitment,IT,Initial Contact,10,780,Alice Black,In Progress,2023-05-27,,6.122505008521556
4728,831,Employee Recruitment,Marketing,Job Posting,5,355,Jane Doe,Pending,2023-06-21,,6.523796978628398
4729,147,Software Development,HR,Collect Documents,14,280,Jane Doe,Completed,2023-05-28,2023-05-28 14:00:00,7.482861446915853
4730,998,Product Launch,Marketing,Receive Invoice,13,559,Jane Brown,Completed,2023-12-14,2023-12-14 13:00:00,8.927013845586924
4731,897,Product Launch,Finance,Initial Contact,19,1482,Charlie Brown,Pending,2023-07-07,,9.121122840417016
4732,615,Customer Onboarding,Sales,Verify Invoice,15,480,Jane White,In Progress,2023-11-08,,9.057358092080808
4733,956,Employee Recruitment,Sales,Screen Candidates,14,1064,Alice Green,In Progress,2023-02-21,,5.966558357720299
4734,829,Customer Onboarding,Sales,Launch Campaign,18,1242,John Doe,Completed,2023-12-12,2023-12-12 18:00:00,3.658179694617223
4735,624,Employee Recruitment,IT,Approve Invoice,12,144,Charlie White,Completed,2023-09-16,2023-09-16 12:00:00,3.161668042992517
4736,917,Software Development,Marketing,Collect Documents,10,110,John Green,Pending,2023-01-20,,5.156273783881762
4737,5,Invoice Processing,HR,Job Posting,18,738,Jane Smith,In Progress,2023-01-15,,2.2969690729788805
4738,61,Customer Onboarding,Marketing,Testing,5,310,John Brown,Pending,2023-04-17,,5.616066485854723
4739,245,Software Development,HR,Market Research,11,726,John Doe,In Progress,2023-12-28,,5.760074047827929
4740,613,Customer Onboarding,Sales,Testing,9,639,Charlie White,Completed,2023-12-20,2023-12-20 09:00:00,4.738167113952264
4741,210,Software Development,Finance,Job Posting,14,896,John Brown,Completed,2023-10-29,2023-10-29 14:00:00,4.773125982863706
4742,350,Customer Onboarding,Sales,Product Design,2,176,Bob Smith,Completed,2023-04-14,2023-04-14 02:00:00,9.18178281857992
4743,673,Customer Onboarding,Finance,Requirements Gathering,6,252,Alice Smith,In Progress,2023-07-24,,7.442799714151375
4744,980,Software Development,HR,Job Posting,13,806,Alex Black,In Progress,2023-07-24,,6.955549995684665
4745,181,Product Launch,Sales,Coding,5,200,Alice Doe,Pending,2023-06-03,,4.974381679929562
4746,709,Product Launch,HR,Testing,18,594,Alex Doe,Completed,2023-01-06,2023-01-06 18:00:00,0.4384144863990624
4747,815,Invoice Processing,Finance,Collect Documents,14,182,Alice Green,In Progress,2023-06-01,,1.288420651027955
4748,248,Employee Recruitment,Finance,Product Design,13,1144,John Brown,Completed,2023-08-13,2023-08-13 13:00:00,4.877221324442855
4749,108,Customer Onboarding,Sales,Screen Candidates,15,240,Charlie White,Pending,2023-06-19,,4.884893738981713
4750,892,Customer Onboarding,Sales,Requirements Gathering,5,135,Alice Green,Completed,2023-12-21,2023-12-21 05:00:00,7.21440289282624
4751,262,Product Launch,IT,Verify Invoice,8,224,Bob Black,In Progress,2023-11-27,,9.113136587832502
4752,681,Software Development,HR,Screen Candidates,19,532,John White,Completed,2023-07-05,2023-07-05 19:00:00,3.84725061769274
4753,276,Invoice Processing,IT,Requirements Gathering,6,198,Alex Brown,Pending,2023-07-28,,0.7427292494459059
4754,373,Invoice Processing,Finance,Product Design,18,990,John Green,In Progress,2023-04-13,,9.9644721234674
4755,872,Product Launch,Marketing,Requirements Gathering,4,40,Jane White,Pending,2023-08-04,,9.175405344799032
4756,149,Product Launch,Marketing,Job Posting,8,192,Bob Doe,In Progress,2023-10-07,,3.7466617198360375
4757,501,Software Development,Finance,Launch Campaign,2,170,Alex Brown,Pending,2023-05-06,,9.4987650579299
4758,823,Product Launch,Sales,Testing,14,1106,Bob Black,In Progress,2023-08-05,,8.28970266691877
4759,784,Customer Onboarding,HR,Requirements Gathering,19,1292,Jane Black,In Progress,2023-03-25,,7.278073916220914
4760,593,Product Launch,HR,Collect Documents,13,195,Alex White,Completed,2023-08-11,2023-08-11 13:00:00,4.092376922581464
4761,97,Employee Recruitment,IT,Job Posting,17,646,John Smith,Completed,2023-06-20,2023-06-20 17:00:00,8.146235127623815
4762,143,Invoice Processing,Finance,Job Posting,2,40,Charlie White,In Progress,2023-10-14,,8.358164820719027
4763,402,Software Development,Finance,Review Documents,5,165,Bob White,In Progress,2023-05-29,,5.949455983592737
4764,871,Customer Onboarding,IT,Collect Documents,20,740,Charlie Green,Pending,2023-04-11,,8.571716622527893
4765,702,Software Development,HR,Job Posting,17,1190,Jane White,Completed,2023-08-03,2023-08-03 17:00:00,3.426260293252563
4766,191,Employee Recruitment,HR,Approve Invoice,7,126,Alice Green,Completed,2023-12-17,2023-12-17 07:00:00,3.2039223931677285
4767,435,Invoice Processing,Marketing,Product Design,15,915,Jane Smith,In Progress,2023-10-24,,9.397087653480757
4768,259,Software Development,Sales,Collect Documents,10,100,Charlie Black,Completed,2023-02-01,2023-02-01 10:00:00,1.5900815391678802
4769,588,Software Development,Finance,Approve Invoice,13,416,Charlie Brown,Pending,2023-01-22,,7.072205508709542
4770,710,Software Development,HR,Approve Invoice,14,448,Alex Doe,Pending,2023-09-05,,2.6738368078084926
4771,965,Customer Onboarding,Marketing,Job Posting,8,216,Charlie Green,Pending,2023-01-25,,8.0967765862849
4772,242,Invoice Processing,Marketing,Approve Invoice,7,196,Alice Smith,Completed,2023-04-09,2023-04-09 07:00:00,7.503687599011782
4773,324,Employee Recruitment,HR,Receive Invoice,20,480,John Smith,In Progress,2023-08-16,,1.8390182629349303
4774,617,Customer Onboarding,Sales,Approve Invoice,15,420,John Black,In Progress,2023-10-10,,8.974072206434347
4775,706,Customer Onboarding,Sales,Approve Invoice,20,1160,Alex Green,Completed,2023-04-13,2023-04-13 20:00:00,0.0719739653658702
4776,557,Customer Onboarding,Sales,Review Documents,13,728,Alex Smith,Pending,2023-11-27,,1.9641740178528664
4777,963,Customer Onboarding,Marketing,Verify Invoice,3,267,Charlie Brown,Pending,2023-02-18,,9.145518718742006
4778,515,Employee Recruitment,Marketing,Initial Contact,8,344,Bob Black,Completed,2023-10-13,2023-10-13 08:00:00,5.191579083889423
4779,162,Software Development,IT,Approve Invoice,20,540,Bob Doe,Completed,2023-08-30,2023-08-30 20:00:00,0.1603568396370258
4780,421,Software Development,Marketing,Launch Campaign,10,200,Bob Smith,Pending,2023-04-09,,3.750196832043176
4781,900,Employee Recruitment,HR,Collect Documents,9,837,Alex Brown,In Progress,2023-04-06,,8.827533980457204
4782,594,Product Launch,Sales,Requirements Gathering,9,423,Alice Black,In Progress,2023-01-25,,1.8635611764000504
4783,505,Invoice Processing,HR,Launch Campaign,7,406,Jane White,Completed,2023-04-21,2023-04-21 07:00:00,8.174093765466793
4784,644,Customer Onboarding,Finance,Testing,6,228,Charlie Brown,In Progress,2023-11-01,,1.6189351897349924
4785,147,Product Launch,Sales,Product Design,3,165,Jane Brown,Completed,2023-04-04,2023-04-04 03:00:00,3.161678005749565
4786,958,Employee Recruitment,IT,Review Documents,15,495,Charlie Black,In Progress,2023-09-30,,2.0516744202450843
4787,339,Software Development,IT,Market Research,10,530,Alex Doe,Pending,2023-11-05,,6.8858749893640585
4788,671,Product Launch,Marketing,Job Posting,12,1092,Jane Black,In Progress,2023-04-14,,2.6543484912307145
4789,157,Invoice Processing,Marketing,Approve Invoice,12,1044,Alex Brown,Completed,2023-12-18,2023-12-18 12:00:00,7.79499258573809
4790,667,Software Development,Finance,Screen Candidates,2,166,Alice Doe,In Progress,2023-04-14,,1.5890141831766358
4791,91,Product Launch,HR,Verify Invoice,5,255,John Smith,Completed,2023-07-14,2023-07-14 05:00:00,7.431149809524471
4792,394,Customer Onboarding,Marketing,Verify Invoice,14,378,Alice Smith,Pending,2023-01-24,,3.8263336347075407
4793,513,Customer Onboarding,Sales,Conduct Interviews,14,896,John Doe,Completed,2023-01-09,2023-01-09 14:00:00,2.790164033076632
4794,582,Customer Onboarding,HR,Product Design,16,1552,Alex Smith,In Progress,2023-10-01,,5.583840532665715
4795,415,Invoice Processing,Sales,Product Design,14,1274,John White,In Progress,2023-11-03,,7.093251069238916
4796,221,Customer Onboarding,Marketing,Product Design,8,752,Charlie Brown,Pending,2023-07-03,,1.550984290953482
4797,24,Employee Recruitment,Finance,Market Research,10,340,Bob Black,In Progress,2023-12-02,,3.779361001252525
4798,693,Employee Recruitment,HR,Collect Documents,16,208,Bob Green,Completed,2023-08-06,2023-08-06 16:00:00,6.503087657861041
4799,15,Software Development,Sales,Coding,10,370,Jane Doe,Pending,2023-05-15,,7.755443607437268
4800,841,Software Development,HR,Requirements Gathering,3,33,Alex Brown,Completed,2023-12-25,2023-12-25 03:00:00,2.1118504947715424
4801,544,Invoice Processing,Sales,Market Research,15,1485,Alice Smith,Pending,2023-06-18,,6.569746532144588
4802,51,Product Launch,Sales,Verify Invoice,14,672,Charlie Brown,Pending,2023-12-09,,0.0808598169929086
4803,470,Product Launch,Sales,Product Design,20,1740,Alice Brown,Completed,2023-02-12,2023-02-12 20:00:00,7.963512280565659
4804,140,Product Launch,Marketing,Product Design,16,784,Bob White,Completed,2023-08-11,2023-08-11 16:00:00,0.1200416123951664
4805,836,Employee Recruitment,Marketing,Initial Contact,18,1710,Jane Green,Completed,2023-01-11,2023-01-11 18:00:00,5.196760652007733
4806,224,Customer Onboarding,HR,Product Design,18,1530,Alex Doe,Completed,2023-05-31,2023-05-31 18:00:00,8.78157164326549
4807,983,Employee Recruitment,HR,Requirements Gathering,18,468,Bob Black,In Progress,2023-10-01,,8.871396413816663
4808,136,Invoice Processing,IT,Review Documents,15,1320,Alice Doe,In Progress,2023-05-19,,6.71503876999833
4809,310,Customer Onboarding,Sales,Product Design,7,182,Jane White,In Progress,2023-09-22,,2.356089090104057
4810,832,Product Launch,Sales,Screen Candidates,17,561,Jane Brown,In Progress,2023-10-06,,1.5245306167913175
4811,444,Product Launch,Marketing,Coding,16,1360,Alex Green,Pending,2023-12-16,,4.156679784710055
4812,388,Software Development,Finance,Testing,12,948,Bob Brown,Completed,2023-09-17,2023-09-17 12:00:00,2.620958503066413
4813,861,Customer Onboarding,HR,Screen Candidates,7,553,John Doe,Completed,2023-05-15,2023-05-15 07:00:00,1.027004438590322
4814,701,Invoice Processing,Marketing,Market Research,18,540,Bob White,In Progress,2023-05-07,,6.430862208963347
4815,857,Invoice Processing,Sales,Screen Candidates,19,1083,Jane Brown,Pending,2023-02-26,,6.259899825017219
4816,149,Software Development,Finance,Testing,9,198,Bob Smith,Pending,2023-06-23,,0.7153363116680833
4817,750,Employee Recruitment,HR,Verify Invoice,4,188,Alice Black,In Progress,2023-10-25,,3.774601099767596
4818,74,Invoice Processing,HR,Market Research,10,250,Jane Green,Completed,2023-01-20,2023-01-20 10:00:00,8.802158788995593
4819,752,Product Launch,Sales,Conduct Interviews,4,236,Bob Black,Completed,2023-03-26,2023-03-26 04:00:00,0.5738539764210415
4820,964,Software Development,Finance,Approve Invoice,7,112,Bob Brown,Completed,2023-07-26,2023-07-26 07:00:00,5.9611452958884845
4821,672,Employee Recruitment,Finance,Conduct Interviews,11,990,Alice Doe,Completed,2023-11-17,2023-11-17 11:00:00,2.604149570817733
4822,380,Customer Onboarding,Marketing,Market Research,17,476,Charlie White,Pending,2023-06-02,,9.937140585421632
4823,136,Product Launch,Finance,Job Posting,2,38,Bob White,In Progress,2023-07-08,,1.5270650637470395
4824,206,Software Development,HR,Conduct Interviews,14,1274,Bob Smith,Completed,2023-12-04,2023-12-04 14:00:00,3.025067097950689
4825,822,Product Launch,Marketing,Job Posting,15,1440,Bob Brown,In Progress,2023-11-23,,6.787136485067364
4826,614,Customer Onboarding,IT,Screen Candidates,19,1387,John Black,Pending,2023-07-17,,5.2693815296583
4827,284,Product Launch,HR,Coding,5,65,Alice Smith,Completed,2023-02-06,2023-02-06 05:00:00,9.727547472406853
4828,63,Invoice Processing,Finance,Screen Candidates,5,330,Bob Green,Pending,2023-08-21,,6.777980023222966
4829,245,Invoice Processing,IT,Job Posting,11,814,Jane Doe,Completed,2023-04-11,2023-04-11 11:00:00,6.136634061393939
4830,869,Employee Recruitment,Sales,Requirements Gathering,18,774,Charlie Green,Completed,2023-03-31,2023-03-31 18:00:00,9.006217254596018
4831,465,Product Launch,Finance,Job Posting,4,264,Bob Brown,In Progress,2023-08-15,,3.575248179166788
4832,545,Employee Recruitment,IT,Testing,6,186,Alex Brown,In Progress,2023-06-11,,8.311101906085907
4833,986,Product Launch,Marketing,Testing,1,86,Alice Doe,Completed,2023-12-13,2023-12-13 01:00:00,7.949331001588064
4834,309,Software Development,Marketing,Requirements Gathering,19,931,Alex Green,In Progress,2023-08-13,,9.664338084391348
4835,363,Employee Recruitment,Sales,Review Documents,8,224,Charlie Black,Pending,2023-11-28,,3.4644149026935187
4836,504,Invoice Processing,Finance,Coding,15,435,Jane Smith,Pending,2023-03-18,,8.571449149709915
4837,953,Customer Onboarding,IT,Launch Campaign,1,63,Jane Doe,Completed,2023-02-19,2023-02-19 01:00:00,1.940625788556195
4838,683,Customer Onboarding,Finance,Product Design,3,150,Bob Doe,In Progress,2023-08-28,,1.627758154679012
4839,101,Invoice Processing,Sales,Testing,18,288,Jane Doe,Pending,2023-08-01,,5.70609009641176
4840,242,Product Launch,IT,Approve Invoice,1,41,John Smith,Completed,2023-09-19,2023-09-19 01:00:00,7.384298958634944
4841,563,Customer Onboarding,Marketing,Verify Invoice,15,915,John Green,Pending,2023-03-19,,7.943094036637056
4842,223,Employee Recruitment,IT,Product Design,4,336,John Brown,In Progress,2023-06-28,,9.273028007239391
4843,333,Employee Recruitment,Sales,Collect Documents,20,200,Alex Green,Completed,2023-10-06,2023-10-06 20:00:00,6.5226872882822455
4844,101,Employee Recruitment,HR,Product Design,19,1634,Alice Brown,In Progress,2023-03-23,,6.690565759089932
4845,867,Employee Recruitment,Sales,Product Design,11,264,John Brown,In Progress,2023-11-10,,5.6793906258980975
4846,156,Employee Recruitment,Finance,Initial Contact,13,988,John Smith,In Progress,2023-01-04,,6.40716396954491
4847,50,Customer Onboarding,IT,Screen Candidates,7,658,Alice Doe,In Progress,2023-12-12,,6.249053322939634
4848,599,Customer Onboarding,HR,Verify Invoice,8,800,Charlie Green,In Progress,2023-12-31,,5.09398054600442
4849,465,Invoice Processing,HR,Conduct Interviews,6,72,Bob Black,In Progress,2023-05-12,,5.810170248661067
4850,179,Employee Recruitment,HR,Coding,18,1152,Jane Black,Pending,2023-01-06,,5.625473907428422
4851,415,Customer Onboarding,Sales,Job Posting,20,460,Bob Doe,Completed,2023-03-26,2023-03-26 20:00:00,2.766329855464076
4852,71,Software Development,Sales,Screen Candidates,3,183,John Brown,Pending,2023-03-13,,5.772417921575849
4853,554,Product Launch,IT,Requirements Gathering,3,51,Jane Black,In Progress,2023-11-13,,6.936072645395877
4854,926,Employee Recruitment,IT,Job Posting,9,225,Jane Green,Pending,2023-01-23,,9.62807590227909
4855,327,Software Development,HR,Market Research,3,111,John White,Pending,2023-12-14,,1.2881169778970911
4856,381,Customer Onboarding,HR,Job Posting,4,248,John White,Pending,2023-07-24,,6.083383597147156
4857,1000,Product Launch,IT,Job Posting,16,1376,John Brown,In Progress,2023-04-07,,4.990428809026126
4858,841,Product Launch,Sales,Screen Candidates,17,1360,Charlie Doe,Completed,2023-09-18,2023-09-18 17:00:00,4.732167264116171
4859,663,Software Development,Marketing,Market Research,13,871,Alice Black,Completed,2023-01-07,2023-01-07 13:00:00,5.753202378503253
4860,249,Product Launch,Sales,Receive Invoice,15,1380,Alex Green,Completed,2023-11-11,2023-11-11 15:00:00,0.8654032510014076
4861,375,Employee Recruitment,Sales,Product Design,17,833,Charlie Brown,Completed,2023-10-20,2023-10-20 17:00:00,9.700781856812132
4862,831,Invoice Processing,Finance,Screen Candidates,2,124,Alice Green,Completed,2023-02-02,2023-02-02 02:00:00,9.79420345497108
4863,917,Customer Onboarding,Marketing,Launch Campaign,20,1120,Charlie Green,In Progress,2023-12-31,,9.816474738225471
4864,294,Customer Onboarding,Sales,Collect Documents,1,83,Bob Black,Completed,2023-01-04,2023-01-04 01:00:00,6.6961447441444975
4865,639,Invoice Processing,Sales,Market Research,3,153,John White,Pending,2023-08-28,,6.956224780091572
4866,957,Employee Recruitment,Sales,Screen Candidates,8,144,Charlie Brown,In Progress,2023-08-16,,9.303659149967942
