Process_ID,Process_Name,Department,Task_Name,Duration_Hours,Cost_USD,Responsible,Status,Start_Date,End_Date,Error_Rate
510,Customer Onboarding,Sales,Job Posting,20,800,John Black,In Progress,2023-02-02,,8.314301286214498
605,Invoice Processing,Marketing,Market Research,10,160,John Smith,Completed,2023-11-17,2023-11-17 10:00:00,6.026830650350084
972,Customer Onboarding,Finance,Screen Candidates,14,294,Bob Green,Pending,2023-12-20,,2.239335732108846
480,Product Launch,Finance,Review Documents,3,270,Bob Black,In Progress,2023-01-26,,7.920570080560328
466,Customer Onboarding,Finance,Review Documents,19,437,Bob Brown,In Progress,2023-09-20,,7.185799874818503
256,Invoice Processing,Finance,Market Research,2,152,Charlie Green,In Progress,2023-07-18,,2.8229841642604327
221,Product Launch,Sales,Testing,11,385,John White,In Progress,2023-06-19,,3.513734884139299
820,Software Development,IT,Collect Documents,19,950,Bob Smith,In Progress,2023-05-20,,6.741523242031099
637,Software Development,Finance,Review Documents,11,924,Charlie Green,In Progress,2023-05-09,,7.465333879399757
616,Product Launch,IT,Receive Invoice,1,77,Bob Smith,In Progress,2023-12-01,,4.51068849959044
184,Customer Onboarding,IT,Screen Candidates,9,549,Bob Black,In Progress,2023-12-19,,7.363116116614195
499,Software Development,Sales,Conduct Interviews,7,252,Jane White,In Progress,2023-04-14,,5.836128669395073
715,Product Launch,Sales,Collect Documents,11,484,Bob Black,Completed,2023-10-30,2023-10-30 11:00:00,0.03074777518941696
477,Customer Onboarding,HR,Launch Campaign,13,143,Bob White,Completed,2023-04-16,2023-04-16 13:00:00,0.7280595725822159
872,Software Development,Marketing,Collect Documents,6,384,Alice White,Pending,2023-08-11,,0.6893814352411276
228,Invoice Processing,Marketing,Screen Candidates,9,882,Charlie White,In Progress,2023-03-23,,5.453912827269287
409,Product Launch,HR,Testing,16,496,Alice Brown,In Progress,2023-02-25,,0.39054675461668187
685,Product Launch,Finance,Initial Contact,1,23,John Green,Pending,2023-10-01,,3.4677241913550128
477,Employee Recruitment,IT,Screen Candidates,16,528,John Black,Pending,2023-08-27,,6.233663106581978
968,Employee Recruitment,Finance,Approve Invoice,11,517,John White,In Progress,2023-05-21,,0.8483888833668463
358,Software Development,IT,Market Research,18,990,Alex White,In Progress,2023-03-19,,3.86456562610097
284,Software Development,Finance,Approve Invoice,19,1786,Alex White,Pending,2023-11-09,,2.2709954792456566
364,Product Launch,Finance,Conduct Interviews,7,497,Charlie Black,In Progress,2023-02-08,,9.094644202659675
653,Software Development,Marketing,Approve Invoice,7,602,Jane White,Completed,2023-06-15,2023-06-15 07:00:00,9.859951720199284
922,Software Development,Finance,Approve Invoice,3,108,Alex White,Pending,2023-07-01,,0.9905295232059208
548,Customer Onboarding,IT,Approve Invoice,12,1128,John Black,Completed,2023-08-04,2023-08-04 12:00:00,8.14658603542991
710,Employee Recruitment,IT,Product Design,19,855,Bob Black,In Progress,2023-12-14,,8.12994052477789
560,Employee Recruitment,Marketing,Screen Candidates,17,1666,John Brown,In Progress,2023-03-11,,9.906803004857421
564,Invoice Processing,Sales,Product Design,15,1230,John Green,In Progress,2023-10-16,,3.908198995180131
184,Customer Onboarding,Sales,Launch Campaign,10,870,Alex Brown,Completed,2023-06-21,2023-06-21 10:00:00,6.875736283666113
779,Customer Onboarding,Sales,Conduct Interviews,10,730,Charlie Black,Pending,2023-05-29,,1.3726405759040483
831,Invoice Processing,IT,Verify Invoice,13,1131,Bob Brown,Completed,2023-08-20,2023-08-20 13:00:00,3.7125077055397715
730,Invoice Processing,Finance,Coding,9,378,Bob Smith,Completed,2023-05-24,2023-05-24 09:00:00,2.2610977167785764
318,Invoice Processing,HR,Approve Invoice,8,160,Bob Smith,In Progress,2023-04-28,,6.9181976649482895
484,Invoice Processing,Finance,Collect Documents,6,396,John Smith,Completed,2023-09-28,2023-09-28 06:00:00,6.153083980100851
275,Employee Recruitment,Marketing,Verify Invoice,16,1040,John Brown,Pending,2023-08-01,,4.798205932239512
200,Software Development,HR,Requirements Gathering,2,56,John Smith,In Progress,2023-10-12,,0.8925738984821163
66,Product Launch,IT,Screen Candidates,14,1092,John Green,In Progress,2023-08-19,,1.5859430728114066
165,Product Launch,Sales,Verify Invoice,7,371,John Brown,In Progress,2023-10-08,,3.2171187290072902
795,Product Launch,Marketing,Approve Invoice,3,102,John Doe,In Progress,2023-01-28,,0.7998944202232272
2,Customer Onboarding,Finance,Screen Candidates,13,1131,Bob Green,Completed,2023-12-22,2023-12-22 13:00:00,2.9635183657650446
819,Customer Onboarding,IT,Review Documents,8,352,Alice White,Completed,2023-05-07,2023-05-07 08:00:00,2.8684563347322465
611,Product Launch,Sales,Coding,16,1376,Bob White,Completed,2023-05-23,2023-05-23 16:00:00,4.836152181918472
752,Software Development,IT,Launch Campaign,10,360,Jane Brown,In Progress,2023-05-14,,7.332818772267049
756,Invoice Processing,HR,Market Research,17,442,Alice Brown,Pending,2023-02-11,,4.3726381371847705
303,Employee Recruitment,HR,Product Design,16,1296,John White,Completed,2023-03-23,2023-03-23 16:00:00,5.763313960570191
989,Invoice Processing,HR,Job Posting,7,679,Alex Green,In Progress,2023-06-11,,7.696620557392141
804,Invoice Processing,Marketing,Testing,18,1656,Jane Brown,Completed,2023-07-08,2023-07-08 18:00:00,5.682317979287453
45,Software Development,Finance,Requirements Gathering,6,306,Alex Smith,In Progress,2023-10-11,,7.5874359064958705
627,Invoice Processing,Marketing,Review Documents,12,936,Alice White,In Progress,2023-07-03,,1.0094643695879857
450,Employee Recruitment,IT,Screen Candidates,18,180,Alex Green,Pending,2023-06-14,,5.151155005646974
751,Software Development,IT,Initial Contact,17,1700,Alice Doe,Completed,2023-10-18,2023-10-18 17:00:00,0.3176049185022345
871,Employee Recruitment,IT,Receive Invoice,3,276,Charlie White,Completed,2023-11-04,2023-11-04 03:00:00,2.7445429393894907
622,Employee Recruitment,HR,Product Design,8,632,Jane Smith,Pending,2023-09-02,,7.998775525082785
893,Invoice Processing,HR,Initial Contact,11,880,Alex Green,Completed,2023-03-25,2023-03-25 11:00:00,9.827097202541346
626,Employee Recruitment,Finance,Collect Documents,5,230,Bob White,Pending,2023-05-09,,8.299654695540719
957,Product Launch,IT,Launch Campaign,10,600,John Brown,Pending,2023-04-27,,5.105168722209817
230,Customer Onboarding,Sales,Testing,19,1615,Charlie Green,In Progress,2023-12-26,,8.798627739847133
229,Product Launch,IT,Job Posting,1,100,Jane Doe,Completed,2023-11-13,2023-11-13 01:00:00,5.198409099520434
155,Employee Recruitment,Marketing,Screen Candidates,10,710,Charlie Green,Completed,2023-06-22,2023-06-22 10:00:00,2.4596286824457403
576,Invoice Processing,HR,Requirements Gathering,17,527,Alex Black,Completed,2023-08-12,2023-08-12 17:00:00,8.091173356954007
832,Product Launch,Finance,Market Research,1,97,John Doe,Pending,2023-12-18,,9.039606962681091
409,Product Launch,IT,Approve Invoice,16,176,Alice Green,In Progress,2023-01-14,,3.069028076995565
885,Software Development,IT,Job Posting,18,828,Alex Doe,Completed,2023-05-12,2023-05-12 18:00:00,5.954518691798296
693,Invoice Processing,Sales,Testing,17,1071,John Green,Completed,2023-07-15,2023-07-15 17:00:00,5.539976899420761
790,Customer Onboarding,Finance,Product Design,16,688,Alice Brown,Pending,2023-03-17,,2.4221769016947348
690,Software Development,Finance,Launch Campaign,14,168,Jane White,In Progress,2023-07-06,,7.799190135750206
528,Employee Recruitment,Marketing,Product Design,8,512,Alex Black,Completed,2023-08-09,2023-08-09 08:00:00,3.0150972337066473
437,Product Launch,HR,Coding,14,280,Alex Doe,In Progress,2023-03-13,,5.778598598223015
108,Software Development,Marketing,Requirements Gathering,7,259,Bob Green,In Progress,2023-01-09,,9.560290685414047
517,Product Launch,IT,Testing,17,1122,Bob Smith,Pending,2023-02-28,,8.162915553297118
300,Invoice Processing,Finance,Approve Invoice,12,864,Alex Brown,Pending,2023-09-17,,4.302018772731633
166,Product Launch,HR,Coding,19,1482,Bob Green,Pending,2023-05-07,,8.868674103069068
622,Product Launch,IT,Collect Documents,1,77,Alex Smith,Completed,2023-02-20,2023-02-20 01:00:00,8.344395321933742
857,Invoice Processing,HR,Review Documents,11,671,Alex Green,In Progress,2023-03-27,,8.386828730597113
510,Employee Recruitment,Finance,Verify Invoice,17,1377,Bob Green,Pending,2023-04-22,,1.9665830088087288
459,Employee Recruitment,IT,Approve Invoice,17,1394,Bob Smith,Completed,2023-06-02,2023-06-02 17:00:00,8.975771331631554
255,Product Launch,IT,Collect Documents,18,1314,Bob White,In Progress,2023-09-28,,7.384400319078759
540,Employee Recruitment,Marketing,Coding,7,273,Alice Green,In Progress,2023-04-22,,5.46151480423895
50,Customer Onboarding,HR,Collect Documents,20,740,Alex Smith,Pending,2023-11-14,,8.512500524286263
178,Employee Recruitment,Finance,Receive Invoice,1,95,Alice Brown,In Progress,2023-02-25,,6.819855903478588
616,Software Development,Finance,Approve Invoice,19,589,Bob Black,In Progress,2023-03-12,,2.343582445158
664,Invoice Processing,IT,Screen Candidates,10,710,Jane Black,In Progress,2023-03-03,,5.8019678345141426
927,Product Launch,Marketing,Conduct Interviews,5,65,Jane Smith,In Progress,2023-04-20,,8.17324099583663
495,Customer Onboarding,HR,Initial Contact,14,658,Jane White,Completed,2023-11-16,2023-11-16 14:00:00,4.378366169710074
920,Invoice Processing,Sales,Requirements Gathering,9,243,John Brown,Pending,2023-01-14,,0.849250567372748
233,Invoice Processing,Sales,Requirements Gathering,13,858,Alice Black,Completed,2023-10-12,2023-10-12 13:00:00,3.8492933828883826
923,Employee Recruitment,Marketing,Collect Documents,8,360,Alice Black,Pending,2023-07-24,,7.28426207860231
921,Customer Onboarding,Finance,Job Posting,9,441,John Smith,Completed,2023-12-01,2023-12-01 09:00:00,6.3544892815487
545,Invoice Processing,IT,Market Research,11,308,Charlie Doe,In Progress,2023-03-29,,9.71057275219128
700,Customer Onboarding,Marketing,Market Research,9,153,Alice Brown,In Progress,2023-07-01,,9.169736409029971
797,Product Launch,IT,Approve Invoice,20,280,Charlie Green,Completed,2023-06-24,2023-06-24 20:00:00,0.4219619349647752
504,Product Launch,IT,Review Documents,12,1032,Charlie Doe,Completed,2023-12-08,2023-12-08 12:00:00,7.456208842109956
314,Employee Recruitment,IT,Initial Contact,10,540,Bob Smith,Completed,2023-05-07,2023-05-07 10:00:00,8.23498565853105
556,Employee Recruitment,HR,Launch Campaign,16,1568,Charlie Smith,Completed,2023-09-04,2023-09-04 16:00:00,5.622448317735889
317,Software Development,Finance,Receive Invoice,12,528,Jane Green,Completed,2023-03-08,2023-03-08 12:00:00,0.5841374031406976
912,Software Development,Marketing,Job Posting,5,350,Charlie Black,In Progress,2023-12-25,,6.57572808069967
302,Employee Recruitment,Sales,Review Documents,12,996,Alice Brown,Pending,2023-11-04,,1.320216583062378
265,Employee Recruitment,Marketing,Conduct Interviews,6,402,Charlie Black,Completed,2023-11-20,2023-11-20 06:00:00,6.630991735993268
56,Employee Recruitment,Sales,Product Design,16,1520,Bob Black,Pending,2023-10-08,,3.4328081779202932
320,Customer Onboarding,Finance,Testing,15,330,Charlie Black,Pending,2023-11-18,,4.381509583463258
440,Customer Onboarding,Finance,Approve Invoice,10,170,John White,In Progress,2023-12-29,,9.996976020936263
891,Customer Onboarding,HR,Receive Invoice,1,66,Charlie Black,In Progress,2023-02-06,,7.147612535472962
932,Software Development,HR,Screen Candidates,7,266,Alex Green,In Progress,2023-04-23,,4.590541802153256
946,Employee Recruitment,Finance,Requirements Gathering,17,612,John Black,In Progress,2023-02-11,,5.114306614521919
673,Invoice Processing,Sales,Market Research,2,144,Bob Black,Completed,2023-07-21,2023-07-21 02:00:00,0.22057514607539352
510,Product Launch,Finance,Approve Invoice,17,340,Alice White,In Progress,2023-12-16,,4.403645018327382
867,Product Launch,IT,Job Posting,4,232,Bob Green,Pending,2023-08-17,,7.92851178580745
847,Product Launch,IT,Testing,5,445,Alex Smith,Pending,2023-05-16,,3.007216640741752
798,Invoice Processing,Marketing,Receive Invoice,12,576,Alice Doe,Pending,2023-06-21,,5.330517504774695
5,Software Development,Finance,Verify Invoice,15,1035,John Brown,In Progress,2023-09-04,,2.9597257522826914
548,Invoice Processing,Marketing,Initial Contact,14,630,Alice Brown,Pending,2023-11-01,,0.04500805774296346
99,Invoice Processing,Marketing,Market Research,11,165,Alice White,In Progress,2023-03-15,,3.6028531001035957
636,Product Launch,HR,Product Design,11,792,Charlie Black,In Progress,2023-08-30,,6.727841018210491
729,Software Development,IT,Screen Candidates,20,1940,John Doe,Pending,2023-03-13,,2.6462361622590236
10,Product Launch,Marketing,Testing,6,432,Bob Doe,Pending,2023-12-26,,4.383522502010012
509,Employee Recruitment,Finance,Job Posting,19,1900,John Smith,In Progress,2023-04-19,,8.928539033316671
72,Invoice Processing,Sales,Review Documents,7,693,Alice White,Completed,2023-05-11,2023-05-11 07:00:00,3.7423819219369294
530,Employee Recruitment,Sales,Screen Candidates,19,608,Jane Brown,In Progress,2023-01-29,,2.045364086193042
992,Product Launch,Finance,Initial Contact,16,272,Bob White,Pending,2023-07-26,,4.689839662234681
631,Software Development,HR,Review Documents,4,80,Bob Doe,In Progress,2023-03-28,,1.4552395572892751
5,Software Development,HR,Review Documents,4,368,Alex Brown,Pending,2023-09-10,,2.8221201056500655
807,Product Launch,HR,Review Documents,2,74,Alex Green,Completed,2023-03-30,2023-03-30 02:00:00,9.78517145217781
416,Employee Recruitment,HR,Collect Documents,8,272,Alex Smith,Pending,2023-12-29,,3.682244038459681
354,Employee Recruitment,IT,Product Design,3,39,Charlie Green,Completed,2023-12-11,2023-12-11 03:00:00,4.189179711227001
286,Invoice Processing,Marketing,Review Documents,2,120,Jane White,Pending,2023-08-23,,9.393960478318927
547,Product Launch,Sales,Product Design,17,1360,Jane Green,Pending,2023-10-04,,9.2546184373039
51,Invoice Processing,Finance,Receive Invoice,9,603,Jane White,Pending,2023-06-23,,7.757403995564275
106,Invoice Processing,Marketing,Screen Candidates,18,846,Charlie Green,Pending,2023-09-10,,1.3237629697409736
915,Employee Recruitment,Marketing,Approve Invoice,5,125,Alex Doe,Pending,2023-07-01,,2.0045154635809883
683,Product Launch,HR,Receive Invoice,5,75,Alex Black,Completed,2023-05-28,2023-05-28 05:00:00,5.030868331438097
620,Invoice Processing,HR,Coding,12,912,John Green,Completed,2023-11-09,2023-11-09 12:00:00,5.555679503406312
9,Employee Recruitment,Marketing,Testing,16,672,John White,In Progress,2023-08-06,,8.422106656754067
517,Product Launch,Marketing,Conduct Interviews,10,960,Alice Brown,Pending,2023-01-17,,4.06065801635966
448,Employee Recruitment,Marketing,Requirements Gathering,13,416,Alex White,Completed,2023-09-15,2023-09-15 13:00:00,0.9115578233560306
292,Invoice Processing,HR,Initial Contact,13,1144,Bob Smith,In Progress,2023-10-18,,2.505705223121646
692,Customer Onboarding,Finance,Product Design,8,104,Charlie White,Completed,2023-04-16,2023-04-16 08:00:00,3.591807048716963
375,Customer Onboarding,Finance,Launch Campaign,11,352,Alice Smith,Pending,2023-01-28,,5.455685152131516
386,Software Development,IT,Requirements Gathering,10,870,Alice Green,In Progress,2023-12-05,,8.179956731483523
351,Customer Onboarding,HR,Launch Campaign,6,516,Charlie Doe,Completed,2023-03-06,2023-03-06 06:00:00,4.949534276496096
397,Product Launch,IT,Initial Contact,7,476,Jane Doe,In Progress,2023-03-07,,9.479344401535814
432,Invoice Processing,Sales,Testing,8,424,Alice Green,Completed,2023-09-26,2023-09-26 08:00:00,7.019521347699249
200,Employee Recruitment,HR,Testing,3,204,Alex Doe,In Progress,2023-11-24,,1.200654100384625
419,Customer Onboarding,HR,Initial Contact,12,396,Charlie Brown,In Progress,2023-07-12,,7.047924569617496
885,Employee Recruitment,IT,Conduct Interviews,1,92,Bob White,Pending,2023-11-09,,3.7852671014748474
646,Customer Onboarding,Marketing,Coding,6,270,Charlie Green,Completed,2023-02-19,2023-02-19 06:00:00,0.9254652021609189
252,Employee Recruitment,Marketing,Conduct Interviews,12,1080,Bob Green,Completed,2023-12-30,2023-12-30 12:00:00,9.494743011421878
337,Product Launch,IT,Conduct Interviews,19,1026,Charlie Smith,In Progress,2023-06-07,,5.5034043578048255
918,Product Launch,IT,Verify Invoice,20,500,Alice Doe,Completed,2023-02-28,2023-02-28 20:00:00,3.476586038096717
470,Product Launch,Finance,Screen Candidates,11,968,John Green,Completed,2023-04-07,2023-04-07 11:00:00,0.46432641856074874
165,Product Launch,IT,Approve Invoice,10,480,Jane White,Completed,2023-04-29,2023-04-29 10:00:00,6.2401257080289865
578,Customer Onboarding,HR,Conduct Interviews,1,43,Alice Black,Pending,2023-11-14,,0.8520470572207528
111,Employee Recruitment,IT,Launch Campaign,16,688,Alex Black,Pending,2023-11-14,,4.560049275128023
772,Product Launch,Finance,Receive Invoice,11,770,Charlie White,Completed,2023-12-23,2023-12-23 11:00:00,6.474390516159897
360,Product Launch,Sales,Approve Invoice,8,744,Charlie Doe,In Progress,2023-11-22,,7.059675870186421
208,Invoice Processing,Sales,Receive Invoice,19,1140,Charlie Brown,In Progress,2023-05-16,,5.060971865948759
763,Invoice Processing,Marketing,Review Documents,6,186,Charlie White,Pending,2023-11-29,,0.7025199987041453
179,Invoice Processing,IT,Conduct Interviews,10,650,John Brown,Completed,2023-01-28,2023-01-28 10:00:00,2.897687009775529
600,Product Launch,IT,Coding,17,663,Bob Green,In Progress,2023-01-26,,3.8302851021628745
514,Invoice Processing,Sales,Initial Contact,1,63,Alice Doe,Pending,2023-12-01,,2.246457185240902
505,Software Development,Finance,Verify Invoice,15,495,Bob Brown,Pending,2023-04-02,,8.563003726006597
573,Invoice Processing,Sales,Job Posting,11,495,Jane Smith,Completed,2023-06-22,2023-06-22 11:00:00,4.38051375801739
130,Employee Recruitment,Finance,Receive Invoice,2,140,Jane Doe,In Progress,2023-02-05,,7.989575879497751
576,Customer Onboarding,Sales,Approve Invoice,3,150,Alex White,In Progress,2023-08-29,,2.6391107527430457
623,Software Development,HR,Market Research,16,1472,John White,In Progress,2023-05-30,,4.5175577308353985
205,Employee Recruitment,HR,Coding,7,315,Jane Smith,Pending,2023-05-29,,3.7237005344477914
861,Product Launch,HR,Market Research,11,220,Alice Black,Completed,2023-03-31,2023-03-31 11:00:00,0.1491573878628072
842,Software Development,Sales,Collect Documents,13,546,Jane Doe,Completed,2023-02-02,2023-02-02 13:00:00,1.8923271546236253
105,Customer Onboarding,Sales,Initial Contact,5,265,Alice Green,Completed,2023-03-12,2023-03-12 05:00:00,0.15493386109252216
663,Product Launch,IT,Approve Invoice,16,768,Jane Smith,In Progress,2023-05-28,,5.565946164276721
950,Software Development,Finance,Collect Documents,12,600,Bob Green,Pending,2023-04-01,,1.7200311577920524
9,Software Development,Finance,Product Design,1,56,Alice Brown,In Progress,2023-04-30,,2.251443176229718
215,Invoice Processing,IT,Market Research,15,990,John Doe,Completed,2023-12-08,2023-12-08 15:00:00,4.123547716201379
232,Product Launch,Marketing,Receive Invoice,10,690,Bob Doe,Pending,2023-06-10,,3.4585468976613742
15,Customer Onboarding,IT,Coding,7,462,Alice Doe,Pending,2023-02-14,,8.062863632156663
234,Invoice Processing,IT,Requirements Gathering,7,287,John Green,Pending,2023-06-20,,3.3637533039549696
377,Invoice Processing,Marketing,Market Research,18,558,Alex Brown,In Progress,2023-12-04,,2.5264608241821165
564,Software Development,IT,Verify Invoice,9,504,John White,Pending,2023-08-04,,0.9318829758709968
60,Customer Onboarding,Sales,Review Documents,16,640,John Doe,Completed,2023-03-08,2023-03-08 16:00:00,5.95011527733143
688,Employee Recruitment,HR,Approve Invoice,14,1344,Charlie Green,Completed,2023-01-05,2023-01-05 14:00:00,0.823887665678471
513,Invoice Processing,HR,Review Documents,17,1258,Alex Black,Completed,2023-09-21,2023-09-21 17:00:00,9.31119990368894
165,Software Development,Sales,Job Posting,11,891,Bob Smith,Pending,2023-02-25,,7.7704466831930175
653,Product Launch,Finance,Job Posting,18,1710,Bob Black,Pending,2023-10-14,,3.912983915046323
627,Product Launch,Marketing,Review Documents,17,408,Alex Smith,Pending,2023-08-19,,5.55933041468263
302,Software Development,IT,Approve Invoice,18,1584,Charlie Green,Pending,2023-04-18,,7.172925673717687
958,Customer Onboarding,Sales,Product Design,14,378,Jane Green,In Progress,2023-12-25,,3.6402274563047285
912,Software Development,Sales,Testing,18,1080,John Smith,Pending,2023-02-17,,5.442169594007131
208,Product Launch,Finance,Receive Invoice,20,1180,John Smith,In Progress,2023-02-20,,2.8510508495815703
808,Employee Recruitment,HR,Product Design,17,238,Jane Brown,Completed,2023-01-31,2023-01-31 17:00:00,9.005266679493086
822,Invoice Processing,Sales,Conduct Interviews,2,116,Alex Green,Completed,2023-03-12,2023-03-12 02:00:00,4.730928821595777
368,Customer Onboarding,Marketing,Market Research,9,171,Bob Brown,Completed,2023-10-06,2023-10-06 09:00:00,9.442932939298812
937,Product Launch,HR,Launch Campaign,16,1296,Bob Black,Pending,2023-07-09,,2.0582236806280854
267,Customer Onboarding,IT,Market Research,5,480,Charlie Doe,Completed,2023-08-03,2023-08-03 05:00:00,9.12092847597629
617,Software Development,Sales,Initial Contact,19,1710,Charlie Smith,Pending,2023-04-19,,1.4659282657342643
42,Software Development,Finance,Job Posting,17,952,Alice Doe,Completed,2023-09-02,2023-09-02 17:00:00,0.2640239441239667
12,Employee Recruitment,Finance,Testing,18,1530,Jane White,In Progress,2023-11-02,,3.035398900874248
60,Customer Onboarding,IT,Review Documents,4,212,Alice Smith,In Progress,2023-07-26,,5.513955670805725
254,Software Development,HR,Market Research,3,138,Bob Smith,Completed,2023-12-29,2023-12-29 03:00:00,6.8027941200115585
364,Customer Onboarding,Marketing,Screen Candidates,4,360,Bob Doe,Pending,2023-08-30,,1.9913624909014038
575,Customer Onboarding,Finance,Collect Documents,15,1440,Charlie Green,Completed,2023-10-03,2023-10-03 15:00:00,2.6506260646899324
914,Employee Recruitment,Sales,Market Research,5,325,Bob Doe,Pending,2023-03-03,,1.7540701691852478
8,Employee Recruitment,Finance,Testing,20,720,Alice Brown,Pending,2023-12-24,,2.0660880741521668
419,Customer Onboarding,Finance,Launch Campaign,2,196,Jane White,Pending,2023-05-14,,2.63430274235117
787,Software Development,IT,Initial Contact,19,1615,Bob Black,Completed,2023-08-15,2023-08-15 19:00:00,5.2008770863536995
797,Employee Recruitment,IT,Receive Invoice,14,1148,Jane Smith,Completed,2023-07-23,2023-07-23 14:00:00,2.1909608079267304
182,Invoice Processing,Marketing,Initial Contact,10,650,Charlie White,In Progress,2023-04-14,,4.344445940425406
289,Software Development,Finance,Review Documents,4,288,Bob Smith,Pending,2023-08-18,,5.9152313461608
116,Customer Onboarding,Marketing,Conduct Interviews,8,328,Alice Smith,Completed,2023-05-13,2023-05-13 08:00:00,8.051207222460476
760,Product Launch,Sales,Launch Campaign,11,770,Jane Brown,In Progress,2023-05-14,,7.439334084124107
375,Employee Recruitment,IT,Requirements Gathering,1,76,Alex Smith,In Progress,2023-08-11,,7.743019518045671
833,Software Development,HR,Conduct Interviews,4,368,Alex Black,Pending,2023-04-04,,3.846516880818649
875,Customer Onboarding,IT,Conduct Interviews,14,1078,John Black,In Progress,2023-06-11,,0.38733687200305456
957,Customer Onboarding,Finance,Receive Invoice,16,1024,Alex Green,In Progress,2023-08-14,,1.5534549320378799
372,Employee Recruitment,IT,Job Posting,11,473,Alice Green,Pending,2023-07-10,,9.15164427890598
288,Invoice Processing,HR,Initial Contact,14,1316,Charlie White,Completed,2023-10-31,2023-10-31 14:00:00,1.6734371531012626
646,Product Launch,Finance,Initial Contact,19,1273,Charlie Smith,Completed,2023-10-24,2023-10-24 19:00:00,0.9879874188174909
263,Customer Onboarding,HR,Product Design,4,120,Alice Doe,In Progress,2023-01-14,,5.896695085288047
152,Customer Onboarding,Marketing,Testing,3,126,John Brown,Pending,2023-03-23,,1.3408273350826871
144,Product Launch,Sales,Requirements Gathering,15,1335,Charlie Black,In Progress,2023-08-13,,3.1967687416875092
772,Customer Onboarding,HR,Review Documents,4,396,Alex Brown,In Progress,2023-02-05,,8.58872036715663
140,Software Development,Sales,Initial Contact,12,1080,Alice Green,Pending,2023-02-09,,0.2836200227263419
163,Product Launch,Finance,Launch Campaign,15,405,John Black,Pending,2023-07-26,,0.6456237783646901
571,Employee Recruitment,Sales,Testing,6,510,Jane Green,Completed,2023-10-17,2023-10-17 06:00:00,6.735445113707269
358,Employee Recruitment,Marketing,Requirements Gathering,1,93,Charlie Brown,Completed,2023-04-09,2023-04-09 01:00:00,2.2932950503620777
831,Product Launch,Marketing,Testing,16,384,Alice Doe,Pending,2023-10-06,,8.333572420319404
852,Software Development,HR,Requirements Gathering,11,187,Alice Smith,In Progress,2023-05-08,,4.972791068641216
562,Invoice Processing,HR,Receive Invoice,3,108,John Doe,Completed,2023-05-14,2023-05-14 03:00:00,0.6030130912409992
601,Product Launch,IT,Coding,2,30,Alice White,Completed,2023-11-17,2023-11-17 02:00:00,8.432012551845355
674,Product Launch,Finance,Initial Contact,2,120,Alice Doe,Pending,2023-05-26,,1.1756152300570666
661,Product Launch,Finance,Screen Candidates,17,1547,Alex White,In Progress,2023-03-19,,3.727647488471355
492,Product Launch,IT,Approve Invoice,12,1140,Alice Green,In Progress,2023-04-10,,3.8757005383159724
423,Employee Recruitment,HR,Verify Invoice,16,1120,Alice Black,Pending,2023-01-25,,2.804806507215918
870,Software Development,Marketing,Verify Invoice,13,1209,John Green,Pending,2023-08-22,,1.6061434810922826
614,Customer Onboarding,IT,Launch Campaign,11,176,Bob Black,In Progress,2023-11-03,,4.064557411880792
678,Product Launch,Sales,Requirements Gathering,18,1584,Charlie Smith,Pending,2023-02-12,,7.845612754496213
781,Product Launch,Finance,Initial Contact,4,140,Bob Brown,Completed,2023-08-06,2023-08-06 04:00:00,1.9131788020014429
956,Employee Recruitment,Finance,Launch Campaign,4,308,John Green,In Progress,2023-07-10,,1.6118323219546626
249,Product Launch,Sales,Initial Contact,2,192,Charlie White,Completed,2023-03-03,2023-03-03 02:00:00,4.142504401560927
793,Invoice Processing,Marketing,Receive Invoice,7,483,Charlie Smith,In Progress,2023-07-08,,5.5782124900499275
293,Software Development,Marketing,Verify Invoice,9,639,Alice Doe,Completed,2023-09-05,2023-09-05 09:00:00,9.394254651596434
754,Customer Onboarding,HR,Product Design,5,340,John Smith,Pending,2023-04-11,,1.4896787428917202
276,Software Development,IT,Receive Invoice,10,990,Alice Green,In Progress,2023-05-02,,5.458821678129673
145,Customer Onboarding,Finance,Verify Invoice,8,768,Jane Black,Completed,2023-11-29,2023-11-29 08:00:00,8.238104685047187
944,Software Development,HR,Requirements Gathering,7,308,Alex Brown,Pending,2023-05-21,,2.006320806500667
23,Customer Onboarding,Finance,Launch Campaign,6,276,Alice Green,Pending,2023-05-12,,6.90709981443451
702,Software Development,HR,Conduct Interviews,5,225,Bob Brown,In Progress,2023-05-23,,5.77573395297453
5,Product Launch,Finance,Job Posting,12,1068,Alex White,Completed,2023-03-11,2023-03-11 12:00:00,9.478057803294748
631,Customer Onboarding,HR,Approve Invoice,17,561,John Black,In Progress,2023-09-28,,0.4532592033237537
682,Employee Recruitment,Finance,Collect Documents,5,260,Charlie Green,In Progress,2023-03-05,,3.6080991805660476
478,Software Development,Finance,Review Documents,7,273,Jane Brown,In Progress,2023-11-09,,8.880311066489803
420,Customer Onboarding,IT,Job Posting,16,1120,Jane Brown,In Progress,2023-05-30,,6.754847024571805
807,Product Launch,Finance,Collect Documents,14,1148,Charlie Brown,Pending,2023-09-23,,5.915961436678919
705,Employee Recruitment,Finance,Product Design,7,105,John Brown,In Progress,2023-12-12,,8.268672931639188
800,Product Launch,HR,Verify Invoice,10,120,Charlie Smith,In Progress,2023-04-14,,7.861821354566905
